author;key;affiliation;university_homepage
Masayuki Mizuma;conf/vldb/HakozakiMMUH77;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/
Masayuki Ono;conf/fgcs/NittaOMOOS92;Universidad Privada Boliviana;http://www.upb.edu/
Masayuki Tani;conf/icde/MatsumotoST84;Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló;http://www.barcelo.edu.ar/
Massimiliano Bruno;conf/adbis/SalzaMB96;University of Leeds;http://www.leeds.ac.uk/
Massimiliano Renzetti;conf/adbis/SalzaR97;Jishou University;http://www.jsu.edu.cn/
Massimo Melucci;journals/mms/AgostiMC95;University of Texas at Brownsville;http://www.utb.edu/
Massimo Pepe;journals/jpdc/NardelliBP98;Southeastern Oklahoma State University;http://www.sosu.edu/
Massimo Poesio;conf/ecai/Poesio88;Ecole Nationale Supérieure des Industries Textiles de Mulhouse;http://www.ensitm.fr/
Massood Towhidnejad;journals/tkde/GonzalezMMTK94;Universidad Nacional de General Sarmiento;http://www.ungs.edu.ar/
Masum Z. Hasan;journals/sigmod/HasanMV96|journals/ibmsj/ConsensEHMNRV94;Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló;http://www.barcelo.edu.ar/
Mathew J. Palakal;journals/tois/MostafaMLP97; Huaihua University;http://www.hhu.edu.cn/
Mathias Géry;conf/er/GeryH99;British College of Osteopathic Medicine;http://www.bcom.ac.uk/
Mathias Weske;conf/coopis/WirtzWG00|conf/sigmod/VossenW99|conf/adbis/Weske98|journals/ife/WeskeHKS98|conf/coopis/MeidanisVW96|conf/dexa/MedeirosVW95;Dai Ichi University, College of Technology;http://www.daiichi-koudai.ac.jp/
Mati Golani;conf/ngits/GolaniE99;Athenaeum of Ohio;http://www.mtsm.org/
Matilde Celma;conf/icde/CelmaGMD94|conf/daisd/CelmaCMPM91|conf/daisd/NusselDCC92|conf/dexa/CelmaM92|conf/adc/CelmaD94|conf/adc/CelmaCD93;University of Agriculture Makurdi;http://www.uam.edu.ng/
Matjaz B. Juric;conf/adbis/JuricWRHBDZ99|journals/sigplan/HerickoJZRDK98;Universidad Adolfo Ibáñez;http://www.uai.cl/
Matt Blaze;conf/hotos/Blaze93|conf/icdcs/BlazeA92;Baltimore International College;http://www.bic.edu/
Matt W. Mutka;conf/icdcs/LitzkowLM88;Chiang Mai Vocational College;http://www.cmvc.ac.th/
Matteo Fischetti;journals/tkde/CapraraFM95;Ecole des Ingénieurs de la Ville de Paris;http://www.eivp-paris.fr/
Matteo Golfarelli;conf/dolap/GolfarelliR98;College of St. Elizabeth;http://www.st-elizabeth.edu/
Matthew A. Cottini;journals/aim/SenatorGWCKKLMW95;Lancaster University Ghana;http://www.lancaster.edu.gh/
Matthew B. Koll;conf/sigir/Koll78;Mohammad Ali Jinnah University, Karachi;http://www.jinnah.edu/
Matthew Bellew;conf/icde/BellewHT90;Massey University;http://www.massey.ac.nz/
Matthew C. Jones;conf/sigmod/RundensteinerKRCJM96|conf/ssd/HuangJR97;Augustana University College;http://www.augustana.ab.ca/
Matthew Cecile;conf/ssdbm/McLeishCL90|conf/ssdbm/McLeishCL88;Tohoku Institute of Technology;http://www.tohtech.ac.jp
Matthew Chalmers;conf/sigir/ChalmersC92;Ecole Nationale Vétérinaire d'Alfort;http://www.vet-alfort.fr/
Matthew Denny;conf/sigmod/AdelbergD99;University of the West Indies St. Augustine;http://www.uwi.tt/
Matthew E. Hodges;journals/software/HodgesSA89|conf/usenix/HodgesS91;Instituto Politécnico de Leiria;http://www.iplei.pt/
Matthew J. Kohler;conf/dbsec/HsiaoKS90;Brunel University Uxbridge;http://www.brunel.ac.uk/
Matthew J. Weinstein;conf/sigmod/PageWP85|conf/sosp/WeinsteinPLP85;Logan College of Chiropractic;http://www.logan.edu/
Matthew Jacobsen;journals/cn/YanJGD96;Ecole Centrale de Lyon;http://www.ec-lyon.fr/
Matthew L. Ginsberg;journals/ai/Ginsberg89|journals/ai/GinsbergS88|journals/ai/Ginsberg86|journals/ai/SmithGG86|journals/cacm/GeneserethG85|journals/aim/Ginsberg89a|journals/aim/Ginsberg89|journals/jair/Ginsberg93|conf/aaai/Ginsberg84|conf/aaai/Ginsberg86;Université Chrétienne Bilingue du Congo;http://www.ucbc.org/
Matthew L. Hess;journals/ibmsj/SundstromSSHDCA87;Indian Institute of Technology, Guwahati;http://www.iitg.ernet.in/
Matthew M. Huntbach;journals/cj/BurtonHK85;Ecole Nationale Supérieure des Industries Textiles de Mulhouse;http://www.ensitm.fr/
Matthew Montebello;conf/adbis/Montebello98;Czech Technical University of Prague;http://www.cvut.cz/
Matthew Morgenstern;conf/er/Morgenstern81|conf/sigmod/Morgenstern87|conf/vldb/Morgenstern84|conf/vldb/Morgenstern83|journals/tse/DenningAHLMNS87|conf/eds/Morgenstern84|conf/aaai/Morgenstern84|conf/aaai/BalzerDMN83|conf/dbsec/MorgensternLTS91;Universitas Siliwangi;http://www.unsil.ac.id/
Matthew O. Ward;journals/debu/HachemGW93|conf/vldb/HachemQGW93|conf/ssdbm/ResnickWR98|conf/ssdbm/QiuHWG92;Tohoku Institute of Technology;http://www.tohtech.ac.jp
Matthew S. Hecht;journals/tods/HechtG83|journals/tse/GligorCCDHJJLV87;Kamrah International Institute of Technology (KIIT);http://www.kiit.in/
Matthew Self;conf/aaai/CheesemanSKTFS88|conf/icml/CheesemanKSSTF88;Dayalbagh Educational Institute;http://www.dei.ac.in/
Matthias A. Blumrich;conf/isca/BlumrichLADFS94;International Culinary Institute (ICI);http://www.ici-luzern.com/
Matthias Felleisen;conf/lfp/KohlbeckerFFD86|conf/popl/FelleisenF87;Université d'Aix-Marseille III;http://www.u-3mrs.fr/
Matthias Grossglauser;conf/sigcomm/GrossglauserKT95;Western Bible College;http://www.westernbible.edu/
Matthias Hallmann;conf/edbt/EllinghausHHK88;Heisei International University;http://www.hiu.ac.jp/
Matthias Hemmje;conf/coopis/QiuHN00|conf/adl/QiuHN00;Islamic Azad University, Najaf Abad;http://www.iaun.ac.ir/
Matthias Jarke;journals/tkde/FinkeJSS96|journals/vldb/ConstantopoulosJMV95|journals/csur/JarkeV85|journals/csur/JarkeK84|conf/er/JarkeLW99|conf/er/JeusfeldQJ98|conf/coopis/BecksSJ00|conf/sigmod/JarkeQCLFLVV00|conf/sigmod/AriavCJ83|conf/sigmod/JarkeR88|conf/sigmod/GebhardtJJ97|conf/sigmod/JarkeCV84|conf/sigmod/JarkeQBLMS99|conf/sigmod/JarkeK83|conf/sigmod/JarkeS82|conf/vldb/JarkeLS85|conf/vldb/StaudtJ96|conf/vldb/VassiliouCJ83|conf/vldb/BottcherJS86|conf/vldb/JeusfeldMWJS90|conf/ssdbm/GebhardtJJQS98|conf/icdt/NicolaJ99|journals/software/NissenJJZH96|journals/jiis/JarkeGJS95|journals/sigmod/BernsteinDDGGJLLMNRRSSSS89|journals/cacm/Jarke98|journals/is/JarkeJQV99|journals/is/JarkeJR90|journals/tois/BuiJ86|journals/tois/JarkeMSV92|journals/tois/MylopoulosBJKT90|journals/debu/JarkeKMS82|journals/debu/SchmidtRPMKJ83|journals/tse/JarkeTSVWM85|journals/tse/DharJ88|conf/btw/BaumeisterJ99|conf/icod/JarkeV83|conf/dood/JarkeJR89|conf/dood/JeusfeldJ91|conf/db-workshops/SchmidtGLJ85|conf/db-workshops/BorgidaJMSV85|conf/eds/Jarke84|conf/eds/ParkerCGJSW84|conf/eds/BrodieJ84|conf/adb/GallersdorferJK94|conf/dbsec/SteinkeJ92|conf/caise/JarkeJQV98|conf/icse/RoseJ90;Ecole Centrale de Lyon;http://www.ec-lyon.fr/
Matthias Kaiserswerth;journals/cj/CormackHK85;Tokyo Dental College;http://www.tdc.ac.jp/
Matthias Kievernagel;journals/ife/SneltingFGKZ94;Western Michigan University;http://www.wmich.edu/
Matthias Klusch;journals/sigmod/SycaraKWL99|conf/adbis/Klusch95|conf/gvd/Klusch94;University of National and World Economy;http://www.unwe.acad.bg/
Matthias Nicola;conf/vldb/GallersdorferN95|conf/icdt/NicolaJ99;Jishou University;http://www.jsu.edu.cn/
Matthias Reich;conf/ma/KovacsRR98;St. Petersburg State Technical University;http://www.unilib.neva.ru/
Matthias Reichling;journals/ipl/Reichling87;Somaliland University of Technology;http://www.somtech.org/
Matthias Schonlau;conf/kdd/DuMouchelS98;Logan College of Chiropractic;http://www.logan.edu/
Matthieu Devin;conf/lfp/ChaillouxDH84;Japan Advanced Institute of Science and Technology;http://www.jaist.ac.jp/
Matti Hämäläinen;journals/cacm/HamalainenWV96;University of Texas at Brownsville;http://www.utb.edu/
Matti Jakobsson;journals/is/Jakobsson80;Agricultural University of Georgia;http://www.agruni.edu.ge/
Matti Nykänen;conf/pods/GrahneNU94|conf/adbis/GrahneN97;American University of Beirut;http://www.aub.edu.lb/
Matti Rossi;conf/caise/KellyLR96;University of Nigeria;http://www.unn.edu.ng/
Matts Ahlsen;journals/tois/AhlsenBBHS84|journals/debu/AhlsenBH85|conf/caise/AhlsenDJLLRRSTBCSVVV91;American University of Beirut;http://www.aub.edu.lb/
Matunda Nyanchama;conf/dbsec/NyanchamaO94;Dayalbagh Educational Institute;http://www.dei.ac.in/
Maureen E. McLaughlin;journals/sigmod/McLaughlinHBRHH88;Fachhochschule Düsseldorf;http://www.fh-duesseldorf.de/
Maurice A. W. Houtsma;conf/icde/HoutsmaS95|conf/icde/HoutsmaAS93|conf/sigmod/AgrawalCFGHIIMMSS94|conf/vldb/HoutsmaAC90|conf/vldb/HoutsmaWF93|conf/dbpl/HoutsmaA87|conf/icdt/HoutsmaAC90|journals/dpd/CeriHKS95|journals/dpd/CacaceCH93|journals/dke/HoutsmaA91|conf/ds/ApersHB86|conf/db-workshops/CacaceCH90|conf/bncod/VeenhofAH95|conf/pdis/HoutsmaCC91|conf/iwdm/KerstenAHKW87;University of Kalyani;http://www.klyuniv.ac.in/
Maurice Bruynooghe;journals/ai/RaedtB92|conf/slp/BruynoogheJCD87|conf/eds/MartensB88|conf/iclp/Bruynooghe82|conf/iclp/BruynoogheJ88|conf/iclp/Bruynooghe82a|conf/ijcai/RaedtB93|conf/meta/SchreyeB88;Fontbonne College;http://www.fontbonne.edu/
Maurice D. Mulvenna;journals/sigmod/BuchnerM98;Universidad Privada Boliviana;http://www.upb.edu/
Maurice H. Halstead;journals/ac/Halstead79;COMSATS Institute of Information Technology, Lahore;http://www.ciitlahore.edu.pk/
Maurice Herlihy;journals/tods/Herlihy90|journals/tods/Herlihy87|conf/pods/HerlihyW88|journals/tc/Herlihy87|journals/jacm/HerlihyLMW92|journals/jcss/HerlihyW91|journals/computer/DetlefsHW88|journals/tocs/Herlihy86|journals/tocs/Herlihy87|journals/toplas/HerlihyL82|journals/toplas/HerlihyW90|conf/podc/HerlihyW87|conf/podc/Herlihy86|conf/podc/Herlihy88|conf/podc/Herlihy85|conf/popl/HerlihyW87|conf/isca/HerlihyM93|conf/ppopp/Herlihy90|conf/srds/McKendryH86;British Columbia Institute of Technology;http://www.bcit.ca/
Maurice J. Bach;conf/vldb/BachCK79;Belarussian State Technological University;http://www.bstu.unibel.by/
Maurice Landry;conf/ifip/LandryM77;Panteios University of Economics and Political Sciences Athens;http://www.panteion.gr/
Maurice V. Wilkes;journals/cacm/Wilkes92a;University of Wisconsin - Stout;http://www.uwstout.edu/
Maurice van Keulen;conf/sigmod/FlokstraKS94;Dai Ichi University, College of Technology;http://www.daiichi-koudai.ac.jp/
Mauricio A. Hernández;conf/sigmod/HernandezS95|conf/sigmod/DewanSHH94|conf/vldb/MillerHH00|conf/pdis/DewanHMS94;Bard College;http://www.bard.edu/
Mauricio J. V. Silva;conf/ecoop/SilvaC96;Baltimore International College;http://www.bic.edu/
Mauricio Lopez;conf/edbt/AntunesBCLS90;Persian Gulf University;http://www.pgu.ac.ir/
Maurizio Campanai;journals/tse/BimboCN93;University of the West Indies St. Augustine;http://www.uwi.tt/
Maurizio Capaccioli;conf/vldb/AlbanoCOO83;Handelshochschule Leipzig;http://www.hhl.de/
Maurizio Gabbrielli;journals/logcom/GabbrielliDL95|conf/fgcs/BossiGLM92|conf/iclp/GabbrielliL91;Bard College;http://www.bard.edu/
Maurizio Lenzerini;journals/tkde/BattistaL93|journals/csur/BatiniL86|conf/icde/Lenzerini87|conf/icde/CalvaneseL94|conf/er/BattistaL88|conf/er/AtzeniBLV81|conf/er/LenzeriniS83|conf/er/Lenzerini85|conf/er/BatiniL83|conf/sigmod/JarkeQCLFLVV00|conf/sigmod/TrisoliniLN99|conf/vldb/LenzeriniN87|conf/vldb/CatarciDL90|conf/vldb/BattistaL89|conf/pods/CalvaneseGL98|conf/pods/CalvaneseL94|conf/pods/CalvaneseGLV00|conf/pods/CalvaneseGLV99|conf/dbpl/Lenzerini87|conf/dbpl/CadoliPL97|conf/icdt/Lenzerini99|journals/logcom/CalvaneseGL99|journals/jiis/DoniniLNS98|journals/ai/DoniniLNHNM92|journals/is/LenzeriniN90|journals/is/BatiniLS82|journals/iandc/DoniniLNN97|journals/dke/CatarciDL95|journals/jcss/CadoliL94|journals/tse/BatiniL84|conf/icde/CalvaneseGLV00|conf/dood/CalvaneseGL95|conf/coopis/CatarciL93|conf/coopis/CalvaneseGLNR98|conf/dagstuhl/CalvaneseLN98|conf/webdb/CalvaneseGLV99|conf/aaai/CalvaneseGL98|conf/aaai/LenzeriniS91|conf/aaai/CadoliL90|conf/aaai/GiacomoL94|conf/kr/DoniniLNSN92|conf/kr/CalvaneseLN94|conf/kr/DoniniLNN91|conf/kr/GiacomoL96|conf/kr/CalvaneseGLNR98|conf/dlog/CalvaneseGL00|conf/dmdw/CalvaneseGLNR99|conf/aiia/DoniniLNS91|conf/krdb/CalvaneseGL99|conf/krdb/CalvaneseGLV00|conf/ijcai/GiacomoL95|conf/ijcai/DoniniLNN91;Universidad Adolfo Ibáñez;http://www.uai.cl/
Maurizio Martelli;journals/tkde/MontesiBM97|journals/jlp/AsirelliSM85|journals/tcs/FalaschiLPM89|conf/iclp/FalaschiLMP88|conf/deductive/BertinoMM92|conf/fmldo/BertinoMM92;National Institute of Technology, Trichy;http://www.nitt.edu/
Maurizio Rafanelli;journals/tkde/RafanelliR93|journals/sigmod/PourabbasR00|conf/pods/GrumbachRT99|conf/pods/MalvestutoMR91|conf/dolap/PourabbasR99|conf/ssdbm/RafanelliS90|conf/ssdbm/RafanelliR83|conf/ssdbm/BezenchekRT96|conf/ssdbm/Rafanelli88|conf/ssdbm/RafanelliR90|journals/sigmod/RafanelliBT96|journals/sigmod/RafanelliR91|journals/debu/RafanelliS90|journals/debu/RafanelliR90|conf/ssdbm/FortunatoRRS86|conf/dexa/RafanelliR90;Evangel University;http://www.evangel.edu/
Maurizio Talamo;journals/debu/FranciosaT93|conf/er/TamassiaBT83|conf/ssdbm/GambosiNT88|journals/is/GarganoNT91|journals/tcs/TalamoV97;Hamdan Bin Mohammed e-University;http://www.hbmeu.ac.ae/
Maurizio Tucci;journals/tkde/CostagliolaFTT95|journals/ipl/TucciCC91;University of Central Texas;http://www.vvm.com/uct/
Maurizio Vincini;journals/sigmod/BergamaschiCV99|conf/icde/BergamaschiS97;American-European School of Management ;http://www.aesom.com/
Mauro Biajiz;conf/europar/JuniorFB97;University of Adelaide;http://www.adelaide.edu.au/
Mauro D'Andria;conf/er/VerrocaEGGAD98;Gifu University for Education and Languages;http://www.gifu-kyoiku.ac.jp/
Mauro Dell'Amico;journals/toms/CarpanetoDT95;Universidad del Magdalena;http://www.unimagdalena.edu.co/
Mauro Gregori;conf/er/SignoreLGC94;Klaipeda University;http://www.ku.lt/
Mauro Maier;conf/ssdbm/MaierC83;University of East Srarajevo;http://www.unssa.rs.ba/
Mauro Negri;journals/tkde/BertinoNPS92|journals/tods/NegriPS91|journals/tods/NegriP91|conf/sigmod/CeriNP82|journals/ipl/NegriP85|journals/is/BertinoNPS89|journals/cj/NegriPS89|conf/oodbs/BertinoGNPS88;Universitas Siliwangi;http://www.unsil.ac.id/
Mauro Sergio S. Cabral;conf/ssdbm/CabralF94;Long Island University, Southampton College;http://www.southampton.liunet.edu/
Maurício F. Magalhães;journals/tkde/GudwinGNM96;Lincoln University Pennsylvania;http://www.lincoln.edu/
Maurício R. Mediano;conf/vldb/MedianoCD94;Castleton State College;http://www.csc.vsc.edu/
Mavis K. Lee;conf/vldb/LeeFL88;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Max Henrion;journals/aim/HenrionBH91|conf/aaai/HenrionC87;Mohammad Ali Jinnah University, Karachi;http://www.jinnah.edu/
Max I. Kanovich;conf/tacs/Kanovich91;Quantum-Veritas International University;http://www.qvius.edu/
Max J. Egenhofer;journals/tkde/Egenhofer94|journals/debu/Egenhofer93|conf/er/HornsbyEH99|conf/sigmod/Egenhofer93|conf/sigmod/PapadiasTSE95|conf/vldb/EgenhoferF88|journals/tois/EgenhoferS98|journals/gis/EgenhoferCF94|journals/gis/EgenhoferM95|journals/gis/EgenhoferF95|journals/gis/EgenhoferF91|conf/cosit/HornsbyE97|conf/cosit/EgenhoferM95|conf/ssd/EgenhoferS93|conf/ssd/EgenhoferFJ89|conf/ssd/Egenhofer91|conf/gis/EgenhoferA92|conf/fodo/Egenhofer89;Ecole Nationale Vétérinaire d'Alfort;http://www.vet-alfort.fr/
Max Kubierschky;conf/icdt/FlumKL97;Japan Advanced Institute of Science and Technology;http://www.jaist.ac.jp/
Max Metral;conf/aaai/LashkariMM94;Ecole Centrale de Lyon;http://www.ec-lyon.fr/
Max Roger Pokam;conf/dasfaa/PokamM95;Chung-Ang University;http://www.cau.ac.kr/
Maxim Gitlits;conf/er/CameronZG98;Meio University;http://www.meio-u.ac.jp/
Maxim Martynov;conf/adbis/MartynovN96;British Columbia Institute of Technology;http://www.bcit.ca/
Maxime Crochemore;conf/mfcs/Crochemore88;Schiller International University, Paris;http://www.schillerparis.com/
Maximo H. Salinas;journals/computer/McKeeKWWSAB98;Moody Bible Institute;http://www.moody.edu/
Maxine D. Brown;journals/computer/DeFantiBM89;University of Medicine and Pharmacy of Targu Mures;http://www.umftgm.ro/
Maxine S. Cohen;journals/sigmod/PrattC92;Japan Advanced Institute of Science and Technology;http://www.jaist.ac.jp/
May Wone;conf/ride/ButricoCGMPSCCFSSWZ00;Universidade Federal Rural do Rio de Janeiro;http://www.ufrrj.br/
Mayank Bawa;conf/sigmod/ShenoyHSBBS00|conf/icdt/LiBU01;Randolph-Macon College;http://www.rmc.edu/
Mayank Prakash;journals/aim/LenatPS86;Universidad Adolfo Ibáñez;http://www.uai.cl/
Mayer D. Schwartz;journals/tods/Schwartz79|journals/tods/DenningDS79|conf/sigmod/DelisleS86|journals/cacm/HalaszS94|journals/tois/DelisleS87;Universidad Albert Einstein;http://www.uae.edu.sv/
Mayur Datar;conf/icde/CohenDFGIMUY00;Karlshochschule International University;http://www.karlshochschule.de/
Mechtild Wallrath;journals/csur/KemperW87|conf/sigmod/KemperLW87|conf/vldb/LockemannKKKN97|conf/vldb/LinnemannKDPEKSWW88|conf/btw/KemperW87;St. Petersburg State Technical University;http://www.unilib.neva.ru/
Mee G. Tan;journals/expert/AnandSTMBHM97;Randolph-Macon College;http://www.rmc.edu/
Mee Yee Chan;journals/algorithmica/ChanC93|journals/tc/ChanC92|journals/ipl/Chan85|journals/bit/Chan84;Voronezh State University;http://www.vsu.ru/
Meenakshi Rao;conf/ssdbm/CushingMRAFD94|conf/ssdbm/CushingMRDF92;Al al-Bayt University;http://www.aabu.edu.jo/
Meera Blattner;journals/jcss/Blattner73;Reformed Theological Academy of Debrecen;http://www.drk.hu/
Megan Thomas;conf/icde/ThomasCH00;University of National and World Economy;http://www.unwe.acad.bg/
Mehdi Jazayeri;journals/acta/BabichJ78;Tyumen State University;http://www.tsu.tmn.ru/
Mehdi T. Harandi;conf/sigmod/HarandiSC86;Jishou University;http://www.jsu.edu.cn/
Mehmet A. Orgun;conf/adbis/WietrzykO98|conf/ideas/WietrzykO98;University of Texas at Brownsville;http://www.utb.edu/
Mehmet Altinel;journals/debu/OzcanNKAD95|conf/sigmod/AltinelABFSZ99|conf/sigmod/DogacAEOADAOS94|conf/vldb/AltinelF00|journals/sigmod/DogacAOD95|conf/amcp/AksoyABCFWZ98|conf/dexa/DogacAOADA95;University of Ghana;http://www.ug.edu.gh/
Mehmet Dincbas;conf/fgcs/DincbasP84|conf/fgcs/DincbasHSAGB88|conf/aaai/HentenryckD86|conf/iclp/DincbasSH88|conf/ecai/DincbasSH88;Gordon Conwell Theological Seminary;http://www.gcts.edu/
Mehmet M. Dalkilic;conf/pods/DalkilicR00|conf/ds/DalkilicGR97;University of South Africa;http://www.unisa.ac.za/
Mehmet Sayal;conf/icde/VingralekBSS99;Zhengzhou University of Technology;http://www.zzut.edu.cn/
Mehran Sahami;conf/dl/SahamiYB98|conf/icml/DoughertyKS95|conf/cikm/DumaisPHS98;Belarussian State Technological University;http://www.bstu.unibel.by/
Mehul A. Shah;conf/sigmod/KornackerSH98|journals/cacm/KautzSS97;University of Wisconsin - Stout;http://www.uwstout.edu/
Mei Hong;conf/er/PissinouMHJK97;Corporación Universitaria Tecnológica de Bolivar;http://www.cutb.edu.co/
Mei Mei Wu;conf/sigir/SpinkGRW96;Tokyo University of Agriculture and Technology;http://www.tuat.ac.jp/
Meichun Hsu;journals/tods/HsuZ92|journals/tods/HsuC86|conf/icde/BellewHT90|conf/icde/BuchmannMHD89|conf/icde/HsuS91|conf/sigmod/DayalHL90|conf/sigmod/BernsteinHM90|conf/sigmod/DayalGHKS93|conf/vldb/HsuY86|conf/vldb/DayalHL91|conf/pods/HsuM83|conf/pods/TamH90|conf/pods/WangPH91|conf/edbt/ZhouH90|journals/dpd/HsuK96|journals/sigmod/DayalBBCHLMRSCLJ88|journals/debu/Hsu95|journals/ins/HeddayaHW89|conf/icde/ChenHD00|conf/hpts/HsuC85|conf/hpts/ChanDH85|conf/coopis/ChenCDH98|conf/jcdkb/HsuLM88;Florida Christian College;http://www.fcc.edu/
Meike Albrecht;conf/er/AlbrechtAS97|conf/adbis/AlbrechtAS97|conf/sdb/AlbrechtBDT95|conf/caise/AlbrechtABDT95;Shoreline Community College;http://www.shoreline.edu/
Meike Klettke;conf/er/Klettke99|conf/cia/StaabBBDHKNPPSSUW99;Michigan School of Professional Psychology;http://www.mispp.edu/
Meikel Pöss;conf/adbis/BasuKP97;University of Dallas;http://www.udallas.edu/
Melia M. Hoffman;journals/jasis/HoffmanOSAM93;Coker College;http://www.coker.edu/
Melinda G. Axel;conf/dexaw/AxelS97;Kobe Jogakuin University;http://www.kobe-c.ac.jp/
Melissa P. Chase;conf/aaai/VilainKC90;Kanazawa University;http://www.kanazawa-u.ac.jp/
Melissa Radzyminski;conf/sigmod/CruzALRZ97;University of East Srarajevo;http://www.unssa.rs.ba/
Melissa Truong;conf/vldb/McKennaBHT96;Reformed Theological Academy of Debrecen;http://www.drk.hu/
Melliyal Annamalai;conf/sigmod/AnnamalaiCD00;Kolej Universiti Insaniah;http://www.kuin.edu.my/
Melody Xu;conf/kdd/ClearDHHLMMRSWX99;Southeastern Oklahoma State University;http://www.sosu.edu/
Melody Y. Ivory;journals/jfp/HartelFAABBCFGGHHIJKLLLLRSTTTWWW96;American-European School of Management ;http://www.aesom.com/
Melvin Fitting;journals/jar/Fitting88|journals/jlp/Fitting93|journals/jlp/Fitting85a|journals/jlp/Fitting87|journals/jlp/Fitting91|conf/slp/Fitting91|conf/iclp/FittingB88|conf/lics/Fitting89;Fachhochschule St. Gallen;https://www.fhsg.ch/
Mema Roussopoulos;conf/sigmod/RoussopoulosKR97;Cyberjaya University College of Medical Science;http://www.cybermed.edu.my/
